metanode,identifier,entities_local_id,entities_global_id,entities_value,name,abbreviation
BiologicalProcess,GO:0044708,Biological Process_5878,6278,Biological Process::GO:0044708,single-organism behavior,BP
BiologicalProcess,GO:0044712,Biological Process_5879,6279,Biological Process::GO:0044712,single-organism catabolic process,BP
BiologicalProcess,GO:0044723,Biological Process_5880,6280,Biological Process::GO:0044723,single-organism carbohydrate metabolic process,BP
BiologicalProcess,GO:0044724,Biological Process_5881,6281,Biological Process::GO:0044724,single-organism carbohydrate catabolic process,BP
BiologicalProcess,GO:0044725,Biological Process_5882,6282,Biological Process::GO:0044725,chromatin reprogramming in the zygote,BP
BiologicalProcess,GO:0044728,Biological Process_5883,6283,Biological Process::GO:0044728,DNA methylation or demethylation,BP
BiologicalProcess,GO:0044743,Biological Process_5884,6284,Biological Process::GO:0044743,intracellular protein transmembrane import,BP
BiologicalProcess,GO:0044744,Biological Process_5885,6285,Biological Process::GO:0044744,protein targeting to nucleus,BP
BiologicalProcess,GO:0044752,Biological Process_5886,6286,Biological Process::GO:0044752,response to human chorionic gonadotropin,BP
BiologicalProcess,GO:0044764,Biological Process_5887,6287,Biological Process::GO:0044764,multi-organism cellular process,BP
BiologicalProcess,GO:0044766,Biological Process_5888,6288,Biological Process::GO:0044766,multi-organism transport,BP
BiologicalProcess,GO:0044770,Biological Process_5889,6289,Biological Process::GO:0044770,cell cycle phase transition,BP
BiologicalProcess,GO:0044772,Biological Process_5890,6290,Biological Process::GO:0044772,mitotic cell cycle phase transition,BP
BiologicalProcess,GO:0044773,Biological Process_5891,6291,Biological Process::GO:0044773,mitotic DNA damage checkpoint,BP
BiologicalProcess,GO:0044774,Biological Process_5892,6292,Biological Process::GO:0044774,mitotic DNA integrity checkpoint,BP
BiologicalProcess,GO:0044778,Biological Process_5893,6293,Biological Process::GO:0044778,meiotic DNA integrity checkpoint,BP
BiologicalProcess,GO:0044782,Biological Process_5894,6294,Biological Process::GO:0044782,cilium organization,BP
BiologicalProcess,GO:0044783,Biological Process_5895,6295,Biological Process::GO:0044783,G1 DNA damage checkpoint,BP
BiologicalProcess,GO:0044784,Biological Process_5896,6296,Biological Process::GO:0044784,metaphase/anaphase transition of cell cycle,BP
BiologicalProcess,GO:0044786,Biological Process_5897,6297,Biological Process::GO:0044786,cell cycle DNA replication,BP
BiologicalProcess,GO:0044788,Biological Process_5898,6298,Biological Process::GO:0044788,modulation by host of viral process,BP
BiologicalProcess,GO:0044789,Biological Process_5899,6299,Biological Process::GO:0044789,modulation by host of viral release from host cell,BP
BiologicalProcess,GO:0044791,Biological Process_5900,6300,Biological Process::GO:0044791,positive regulation by host of viral release from host cell,BP
BiologicalProcess,GO:0044793,Biological Process_5901,6301,Biological Process::GO:0044793,negative regulation by host of viral process,BP
BiologicalProcess,GO:0044794,Biological Process_5902,6302,Biological Process::GO:0044794,positive regulation by host of viral process,BP
BiologicalProcess,GO:0044800,Biological Process_5903,6303,Biological Process::GO:0044800,multi-organism membrane fusion,BP
BiologicalProcess,GO:0044801,Biological Process_5904,6304,Biological Process::GO:0044801,single-organism membrane fusion,BP
BiologicalProcess,GO:0044802,Biological Process_5905,6305,Biological Process::GO:0044802,single-organism membrane organization,BP
BiologicalProcess,GO:0044803,Biological Process_5906,6306,Biological Process::GO:0044803,multi-organism membrane organization,BP
BiologicalProcess,GO:0044804,Biological Process_5907,6307,Biological Process::GO:0044804,nucleophagy,BP
BiologicalProcess,GO:0044805,Biological Process_5908,6308,Biological Process::GO:0044805,late nucleophagy,BP
BiologicalProcess,GO:0044818,Biological Process_5909,6309,Biological Process::GO:0044818,mitotic G2/M transition checkpoint,BP
BiologicalProcess,GO:0044819,Biological Process_5910,6310,Biological Process::GO:0044819,mitotic G1/S transition checkpoint,BP
BiologicalProcess,GO:0044821,Biological Process_5911,6311,Biological Process::GO:0044821,meiotic telomere tethering at nuclear periphery,BP
BiologicalProcess,GO:0044827,Biological Process_5912,6312,Biological Process::GO:0044827,modulation by host of viral genome replication,BP
BiologicalProcess,GO:0044828,Biological Process_5913,6313,Biological Process::GO:0044828,negative regulation by host of viral genome replication,BP
BiologicalProcess,GO:0044829,Biological Process_5914,6314,Biological Process::GO:0044829,positive regulation by host of viral genome replication,BP
BiologicalProcess,GO:0044839,Biological Process_5915,6315,Biological Process::GO:0044839,cell cycle G2/M phase transition,BP
BiologicalProcess,GO:0044843,Biological Process_5916,6316,Biological Process::GO:0044843,cell cycle G1/S phase transition,BP
BiologicalProcess,GO:0044845,Biological Process_5917,6317,Biological Process::GO:0044845,chain elongation of O-linked mannose residue,BP
BiologicalProcess,GO:0044848,Biological Process_5918,6318,Biological Process::GO:0044848,biological phase,BP
BiologicalProcess,GO:0044849,Biological Process_5919,6319,Biological Process::GO:0044849,estrous cycle,BP
BiologicalProcess,GO:0044851,Biological Process_5920,6320,Biological Process::GO:0044851,hair cycle phase,BP
BiologicalProcess,GO:0044854,Biological Process_5921,6321,Biological Process::GO:0044854,plasma membrane raft assembly,BP
BiologicalProcess,GO:0044857,Biological Process_5922,6322,Biological Process::GO:0044857,plasma membrane raft organization,BP
BiologicalProcess,GO:0044860,Biological Process_5923,6323,Biological Process::GO:0044860,protein localization to plasma membrane raft,BP
BiologicalProcess,GO:0044861,Biological Process_5924,6324,Biological Process::GO:0044861,protein transport into plasma membrane raft,BP
BiologicalProcess,GO:0044866,Biological Process_5925,6325,Biological Process::GO:0044866,modulation by host of viral exo-alpha-sialidase activity,BP
BiologicalProcess,GO:0044867,Biological Process_5926,6326,Biological Process::GO:0044867,modulation by host of viral catalytic activity,BP
BiologicalProcess,GO:0044868,Biological Process_5927,6327,Biological Process::GO:0044868,modulation by host of viral molecular function,BP
BiologicalProcess,GO:0044869,Biological Process_5928,6328,Biological Process::GO:0044869,negative regulation by host of viral exo-alpha-sialidase activity,BP
BiologicalProcess,GO:0044870,Biological Process_5929,6329,Biological Process::GO:0044870,modulation by host of viral glycoprotein metabolic process,BP
BiologicalProcess,GO:0044871,Biological Process_5930,6330,Biological Process::GO:0044871,negative regulation by host of viral glycoprotein metabolic process,BP
BiologicalProcess,GO:0044872,Biological Process_5931,6331,Biological Process::GO:0044872,lipoprotein localization,BP
BiologicalProcess,GO:0045002,Biological Process_5932,6332,Biological Process::GO:0045002,double-strand break repair via single-strand annealing,BP
BiologicalProcess,GO:0045003,Biological Process_5933,6333,Biological Process::GO:0045003,double-strand break repair via synthesis-dependent strand annealing,BP
BiologicalProcess,GO:0045005,Biological Process_5934,6334,Biological Process::GO:0045005,DNA-dependent DNA replication maintenance of fidelity,BP
BiologicalProcess,GO:0045006,Biological Process_5935,6335,Biological Process::GO:0045006,DNA deamination,BP
BiologicalProcess,GO:0045007,Biological Process_5936,6336,Biological Process::GO:0045007,depurination,BP
BiologicalProcess,GO:0045008,Biological Process_5937,6337,Biological Process::GO:0045008,depyrimidination,BP
BiologicalProcess,GO:0045010,Biological Process_5938,6338,Biological Process::GO:0045010,actin nucleation,BP
BiologicalProcess,GO:0045013,Biological Process_5939,6339,Biological Process::GO:0045013,carbon catabolite repression of transcription,BP
BiologicalProcess,GO:0045014,Biological Process_5940,6340,Biological Process::GO:0045014,negative regulation of transcription by glucose,BP
BiologicalProcess,GO:0045017,Biological Process_5941,6341,Biological Process::GO:0045017,glycerolipid biosynthetic process,BP
BiologicalProcess,GO:0045019,Biological Process_5942,6342,Biological Process::GO:0045019,negative regulation of nitric oxide biosynthetic process,BP
BiologicalProcess,GO:0045022,Biological Process_5943,6343,Biological Process::GO:0045022,early endosome to late endosome transport,BP
BiologicalProcess,GO:0045023,Biological Process_5944,6344,Biological Process::GO:0045023,G0 to G1 transition,BP
BiologicalProcess,GO:0045026,Biological Process_5945,6345,Biological Process::GO:0045026,plasma membrane fusion,BP
BiologicalProcess,GO:0045039,Biological Process_5946,6346,Biological Process::GO:0045039,protein import into mitochondrial inner membrane,BP
BiologicalProcess,GO:0045040,Biological Process_5947,6347,Biological Process::GO:0045040,protein import into mitochondrial outer membrane,BP
BiologicalProcess,GO:0045041,Biological Process_5948,6348,Biological Process::GO:0045041,protein import into mitochondrial intermembrane space,BP
BiologicalProcess,GO:0045046,Biological Process_5949,6349,Biological Process::GO:0045046,protein import into peroxisome membrane,BP
BiologicalProcess,GO:0045047,Biological Process_5950,6350,Biological Process::GO:0045047,protein targeting to ER,BP
BiologicalProcess,GO:0045048,Biological Process_5951,6351,Biological Process::GO:0045048,protein insertion into ER membrane,BP
BiologicalProcess,GO:0045053,Biological Process_5952,6352,Biological Process::GO:0045053,protein retention in Golgi apparatus,BP
BiologicalProcess,GO:0045054,Biological Process_5953,6353,Biological Process::GO:0045054,constitutive secretory pathway,BP
BiologicalProcess,GO:0045055,Biological Process_5954,6354,Biological Process::GO:0045055,regulated exocytosis,BP
BiologicalProcess,GO:0045056,Biological Process_5955,6355,Biological Process::GO:0045056,transcytosis,BP
BiologicalProcess,GO:0045058,Biological Process_5956,6356,Biological Process::GO:0045058,T cell selection,BP
BiologicalProcess,GO:0045059,Biological Process_5957,6357,Biological Process::GO:0045059,positive thymic T cell selection,BP
BiologicalProcess,GO:0045060,Biological Process_5958,6358,Biological Process::GO:0045060,negative thymic T cell selection,BP
BiologicalProcess,GO:0045061,Biological Process_5959,6359,Biological Process::GO:0045061,thymic T cell selection,BP
BiologicalProcess,GO:0045063,Biological Process_5960,6360,Biological Process::GO:0045063,T-helper 1 cell differentiation,BP
BiologicalProcess,GO:0045064,Biological Process_5961,6361,Biological Process::GO:0045064,T-helper 2 cell differentiation,BP
BiologicalProcess,GO:0045066,Biological Process_5962,6362,Biological Process::GO:0045066,regulatory T cell differentiation,BP
BiologicalProcess,GO:0045069,Biological Process_5963,6363,Biological Process::GO:0045069,regulation of viral genome replication,BP
BiologicalProcess,GO:0045070,Biological Process_5964,6364,Biological Process::GO:0045070,positive regulation of viral genome replication,BP
BiologicalProcess,GO:0045071,Biological Process_5965,6365,Biological Process::GO:0045071,negative regulation of viral genome replication,BP
BiologicalProcess,GO:0045072,Biological Process_5966,6366,Biological Process::GO:0045072,regulation of interferon-gamma biosynthetic process,BP
BiologicalProcess,GO:0045073,Biological Process_5967,6367,Biological Process::GO:0045073,regulation of chemokine biosynthetic process,BP
BiologicalProcess,GO:0045074,Biological Process_5968,6368,Biological Process::GO:0045074,regulation of interleukin-10 biosynthetic process,BP
BiologicalProcess,GO:0045075,Biological Process_5969,6369,Biological Process::GO:0045075,regulation of interleukin-12 biosynthetic process,BP
BiologicalProcess,GO:0045076,Biological Process_5970,6370,Biological Process::GO:0045076,regulation of interleukin-2 biosynthetic process,BP
BiologicalProcess,GO:0045077,Biological Process_5971,6371,Biological Process::GO:0045077,negative regulation of interferon-gamma biosynthetic process,BP
BiologicalProcess,GO:0045078,Biological Process_5972,6372,Biological Process::GO:0045078,positive regulation of interferon-gamma biosynthetic process,BP
BiologicalProcess,GO:0045079,Biological Process_5973,6373,Biological Process::GO:0045079,negative regulation of chemokine biosynthetic process,BP
BiologicalProcess,GO:0045080,Biological Process_5974,6374,Biological Process::GO:0045080,positive regulation of chemokine biosynthetic process,BP
BiologicalProcess,GO:0045082,Biological Process_5975,6375,Biological Process::GO:0045082,positive regulation of interleukin-10 biosynthetic process,BP
BiologicalProcess,GO:0045084,Biological Process_5976,6376,Biological Process::GO:0045084,positive regulation of interleukin-12 biosynthetic process,BP
BiologicalProcess,GO:0045085,Biological Process_5977,6377,Biological Process::GO:0045085,negative regulation of interleukin-2 biosynthetic process,BP
BiologicalProcess,GO:0045086,Biological Process_5978,6378,Biological Process::GO:0045086,positive regulation of interleukin-2 biosynthetic process,BP
BiologicalProcess,GO:0045088,Biological Process_5979,6379,Biological Process::GO:0045088,regulation of innate immune response,BP
BiologicalProcess,GO:0045089,Biological Process_5980,6380,Biological Process::GO:0045089,positive regulation of innate immune response,BP
BiologicalProcess,GO:0045091,Biological Process_5981,6381,Biological Process::GO:0045091,regulation of single stranded viral RNA replication via double stranded DNA intermediate,BP
BiologicalProcess,GO:0045103,Biological Process_5982,6382,Biological Process::GO:0045103,intermediate filament-based process,BP
BiologicalProcess,GO:0045104,Biological Process_5983,6383,Biological Process::GO:0045104,intermediate filament cytoskeleton organization,BP
BiologicalProcess,GO:0045109,Biological Process_5984,6384,Biological Process::GO:0045109,intermediate filament organization,BP
BiologicalProcess,GO:0045110,Biological Process_5985,6385,Biological Process::GO:0045110,intermediate filament bundle assembly,BP
BiologicalProcess,GO:0045113,Biological Process_5986,6386,Biological Process::GO:0045113,regulation of integrin biosynthetic process,BP
BiologicalProcess,GO:0045116,Biological Process_5987,6387,Biological Process::GO:0045116,protein neddylation,BP
BiologicalProcess,GO:0045117,Biological Process_5988,6388,Biological Process::GO:0045117,azole transport,BP
BiologicalProcess,GO:0045123,Biological Process_5989,6389,Biological Process::GO:0045123,cellular extravasation,BP
BiologicalProcess,GO:0045124,Biological Process_5990,6390,Biological Process::GO:0045124,regulation of bone resorption,BP
BiologicalProcess,GO:0045132,Biological Process_5991,6391,Biological Process::GO:0045132,meiotic chromosome segregation,BP
BiologicalProcess,GO:0045136,Biological Process_5992,6392,Biological Process::GO:0045136,development of secondary sexual characteristics,BP
BiologicalProcess,GO:0045137,Biological Process_5993,6393,Biological Process::GO:0045137,development of primary sexual characteristics,BP
BiologicalProcess,GO:0045141,Biological Process_5994,6394,Biological Process::GO:0045141,meiotic telomere clustering,BP
BiologicalProcess,GO:0045143,Biological Process_5995,6395,Biological Process::GO:0045143,homologous chromosome segregation,BP
BiologicalProcess,GO:0045144,Biological Process_5996,6396,Biological Process::GO:0045144,meiotic sister chromatid segregation,BP
BiologicalProcess,GO:0045161,Biological Process_5997,6397,Biological Process::GO:0045161,neuronal ion channel clustering,BP
BiologicalProcess,GO:0045162,Biological Process_5998,6398,Biological Process::GO:0045162,clustering of voltage-gated sodium channels,BP
BiologicalProcess,GO:0045163,Biological Process_5999,6399,Biological Process::GO:0045163,clustering of voltage-gated potassium channels,BP
BiologicalProcess,GO:0045165,Biological Process_6000,6400,Biological Process::GO:0045165,cell fate commitment,BP
BiologicalProcess,GO:0045168,Biological Process_6001,6401,Biological Process::GO:0045168,cell-cell signaling involved in cell fate commitment,BP
BiologicalProcess,GO:0045175,Biological Process_6002,6402,Biological Process::GO:0045175,basal protein localization,BP
BiologicalProcess,GO:0045176,Biological Process_6003,6403,Biological Process::GO:0045176,apical protein localization,BP
BiologicalProcess,GO:0045185,Biological Process_6004,6404,Biological Process::GO:0045185,maintenance of protein location,BP
BiologicalProcess,GO:0045187,Biological Process_6005,6405,Biological Process::GO:0045187,"regulation of circadian sleep/wake cycle, sleep",BP
BiologicalProcess,GO:0045188,Biological Process_6006,6406,Biological Process::GO:0045188,"regulation of circadian sleep/wake cycle, non-REM sleep",BP
BiologicalProcess,GO:0045190,Biological Process_6007,6407,Biological Process::GO:0045190,isotype switching,BP
BiologicalProcess,GO:0045191,Biological Process_6008,6408,Biological Process::GO:0045191,regulation of isotype switching,BP
BiologicalProcess,GO:0045196,Biological Process_6009,6409,Biological Process::GO:0045196,establishment or maintenance of neuroblast polarity,BP
BiologicalProcess,GO:0045197,Biological Process_6010,6410,Biological Process::GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,BP
BiologicalProcess,GO:0045198,Biological Process_6011,6411,Biological Process::GO:0045198,establishment of epithelial cell apical/basal polarity,BP
BiologicalProcess,GO:0045199,Biological Process_6012,6412,Biological Process::GO:0045199,maintenance of epithelial cell apical/basal polarity,BP
BiologicalProcess,GO:0045200,Biological Process_6013,6413,Biological Process::GO:0045200,establishment of neuroblast polarity,BP
BiologicalProcess,GO:0045204,Biological Process_6014,6414,Biological Process::GO:0045204,MAPK export from nucleus,BP
BiologicalProcess,GO:0045213,Biological Process_6015,6415,Biological Process::GO:0045213,neurotransmitter receptor metabolic process,BP
BiologicalProcess,GO:0045214,Biological Process_6016,6416,Biological Process::GO:0045214,sarcomere organization,BP
BiologicalProcess,GO:0045216,Biological Process_6017,6417,Biological Process::GO:0045216,cell-cell junction organization,BP
BiologicalProcess,GO:0045217,Biological Process_6018,6418,Biological Process::GO:0045217,cell-cell junction maintenance,BP
BiologicalProcess,GO:0045218,Biological Process_6019,6419,Biological Process::GO:0045218,zonula adherens maintenance,BP
BiologicalProcess,GO:0045226,Biological Process_6020,6420,Biological Process::GO:0045226,extracellular polysaccharide biosynthetic process,BP
BiologicalProcess,GO:0045229,Biological Process_6021,6421,Biological Process::GO:0045229,external encapsulating structure organization,BP
BiologicalProcess,GO:0045292,Biological Process_6022,6422,Biological Process::GO:0045292,"mRNA cis splicing, via spliceosome",BP
BiologicalProcess,GO:0045321,Biological Process_6023,6423,Biological Process::GO:0045321,leukocyte activation,BP
BiologicalProcess,GO:0045324,Biological Process_6024,6424,Biological Process::GO:0045324,late endosome to vacuole transport,BP
BiologicalProcess,GO:0045329,Biological Process_6025,6425,Biological Process::GO:0045329,carnitine biosynthetic process,BP
BiologicalProcess,GO:0045332,Biological Process_6026,6426,Biological Process::GO:0045332,phospholipid translocation,BP
BiologicalProcess,GO:0045333,Biological Process_6027,6427,Biological Process::GO:0045333,cellular respiration,BP
BiologicalProcess,GO:0045337,Biological Process_6028,6428,Biological Process::GO:0045337,farnesyl diphosphate biosynthetic process,BP
BiologicalProcess,GO:0045338,Biological Process_6029,6429,Biological Process::GO:0045338,farnesyl diphosphate metabolic process,BP
BiologicalProcess,GO:0045343,Biological Process_6030,6430,Biological Process::GO:0045343,regulation of MHC class I biosynthetic process,BP
BiologicalProcess,GO:0045345,Biological Process_6031,6431,Biological Process::GO:0045345,positive regulation of MHC class I biosynthetic process,BP
BiologicalProcess,GO:0045346,Biological Process_6032,6432,Biological Process::GO:0045346,regulation of MHC class II biosynthetic process,BP
BiologicalProcess,GO:0045347,Biological Process_6033,6433,Biological Process::GO:0045347,negative regulation of MHC class II biosynthetic process,BP
BiologicalProcess,GO:0045348,Biological Process_6034,6434,Biological Process::GO:0045348,positive regulation of MHC class II biosynthetic process,BP
BiologicalProcess,GO:0045351,Biological Process_6035,6435,Biological Process::GO:0045351,type I interferon biosynthetic process,BP
BiologicalProcess,GO:0045354,Biological Process_6036,6436,Biological Process::GO:0045354,regulation of interferon-alpha biosynthetic process,BP
BiologicalProcess,GO:0045355,Biological Process_6037,6437,Biological Process::GO:0045355,negative regulation of interferon-alpha biosynthetic process,BP
BiologicalProcess,GO:0045356,Biological Process_6038,6438,Biological Process::GO:0045356,positive regulation of interferon-alpha biosynthetic process,BP
BiologicalProcess,GO:0045357,Biological Process_6039,6439,Biological Process::GO:0045357,regulation of interferon-beta biosynthetic process,BP
BiologicalProcess,GO:0045359,Biological Process_6040,6440,Biological Process::GO:0045359,positive regulation of interferon-beta biosynthetic process,BP
BiologicalProcess,GO:0045360,Biological Process_6041,6441,Biological Process::GO:0045360,regulation of interleukin-1 biosynthetic process,BP
BiologicalProcess,GO:0045362,Biological Process_6042,6442,Biological Process::GO:0045362,positive regulation of interleukin-1 biosynthetic process,BP
BiologicalProcess,GO:0045399,Biological Process_6043,6443,Biological Process::GO:0045399,regulation of interleukin-3 biosynthetic process,BP
BiologicalProcess,GO:0045401,Biological Process_6044,6444,Biological Process::GO:0045401,positive regulation of interleukin-3 biosynthetic process,BP
BiologicalProcess,GO:0045402,Biological Process_6045,6445,Biological Process::GO:0045402,regulation of interleukin-4 biosynthetic process,BP
BiologicalProcess,GO:0045404,Biological Process_6046,6446,Biological Process::GO:0045404,positive regulation of interleukin-4 biosynthetic process,BP
BiologicalProcess,GO:0045408,Biological Process_6047,6447,Biological Process::GO:0045408,regulation of interleukin-6 biosynthetic process,BP
BiologicalProcess,GO:0045409,Biological Process_6048,6448,Biological Process::GO:0045409,negative regulation of interleukin-6 biosynthetic process,BP
BiologicalProcess,GO:0045410,Biological Process_6049,6449,Biological Process::GO:0045410,positive regulation of interleukin-6 biosynthetic process,BP
BiologicalProcess,GO:0045414,Biological Process_6050,6450,Biological Process::GO:0045414,regulation of interleukin-8 biosynthetic process,BP
BiologicalProcess,GO:0045415,Biological Process_6051,6451,Biological Process::GO:0045415,negative regulation of interleukin-8 biosynthetic process,BP
BiologicalProcess,GO:0045416,Biological Process_6052,6452,Biological Process::GO:0045416,positive regulation of interleukin-8 biosynthetic process,BP
BiologicalProcess,GO:0045423,Biological Process_6053,6453,Biological Process::GO:0045423,regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,BP
BiologicalProcess,GO:0045425,Biological Process_6054,6454,Biological Process::GO:0045425,positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,BP
BiologicalProcess,GO:0045428,Biological Process_6055,6455,Biological Process::GO:0045428,regulation of nitric oxide biosynthetic process,BP
BiologicalProcess,GO:0045429,Biological Process_6056,6456,Biological Process::GO:0045429,positive regulation of nitric oxide biosynthetic process,BP
BiologicalProcess,GO:0045444,Biological Process_6057,6457,Biological Process::GO:0045444,fat cell differentiation,BP
BiologicalProcess,GO:0045445,Biological Process_6058,6458,Biological Process::GO:0045445,myoblast differentiation,BP
BiologicalProcess,GO:0045446,Biological Process_6059,6459,Biological Process::GO:0045446,endothelial cell differentiation,BP
BiologicalProcess,GO:0045453,Biological Process_6060,6460,Biological Process::GO:0045453,bone resorption,BP
BiologicalProcess,GO:0045454,Biological Process_6061,6461,Biological Process::GO:0045454,cell redox homeostasis,BP
BiologicalProcess,GO:0045471,Biological Process_6062,6462,Biological Process::GO:0045471,response to ethanol,BP
BiologicalProcess,GO:0045472,Biological Process_6063,6463,Biological Process::GO:0045472,response to ether,BP
BiologicalProcess,GO:0045475,Biological Process_6064,6464,Biological Process::GO:0045475,locomotor rhythm,BP
BiologicalProcess,GO:0045494,Biological Process_6065,6465,Biological Process::GO:0045494,photoreceptor cell maintenance,BP
BiologicalProcess,GO:0045540,Biological Process_6066,6466,Biological Process::GO:0045540,regulation of cholesterol biosynthetic process,BP
BiologicalProcess,GO:0045541,Biological Process_6067,6467,Biological Process::GO:0045541,negative regulation of cholesterol biosynthetic process,BP
BiologicalProcess,GO:0045542,Biological Process_6068,6468,Biological Process::GO:0045542,positive regulation of cholesterol biosynthetic process,BP
BiologicalProcess,GO:0045576,Biological Process_6069,6469,Biological Process::GO:0045576,mast cell activation,BP
BiologicalProcess,GO:0045577,Biological Process_6070,6470,Biological Process::GO:0045577,regulation of B cell differentiation,BP
BiologicalProcess,GO:0045578,Biological Process_6071,6471,Biological Process::GO:0045578,negative regulation of B cell differentiation,BP
BiologicalProcess,GO:0045579,Biological Process_6072,6472,Biological Process::GO:0045579,positive regulation of B cell differentiation,BP
BiologicalProcess,GO:0045580,Biological Process_6073,6473,Biological Process::GO:0045580,regulation of T cell differentiation,BP
BiologicalProcess,GO:0045581,Biological Process_6074,6474,Biological Process::GO:0045581,negative regulation of T cell differentiation,BP
BiologicalProcess,GO:0045582,Biological Process_6075,6475,Biological Process::GO:0045582,positive regulation of T cell differentiation,BP
BiologicalProcess,GO:0045583,Biological Process_6076,6476,Biological Process::GO:0045583,regulation of cytotoxic T cell differentiation,BP
BiologicalProcess,GO:0045585,Biological Process_6077,6477,Biological Process::GO:0045585,positive regulation of cytotoxic T cell differentiation,BP
BiologicalProcess,GO:0045586,Biological Process_6078,6478,Biological Process::GO:0045586,regulation of gamma-delta T cell differentiation,BP
BiologicalProcess,GO:0045588,Biological Process_6079,6479,Biological Process::GO:0045588,positive regulation of gamma-delta T cell differentiation,BP
BiologicalProcess,GO:0045589,Biological Process_6080,6480,Biological Process::GO:0045589,regulation of regulatory T cell differentiation,BP
BiologicalProcess,GO:0045590,Biological Process_6081,6481,Biological Process::GO:0045590,negative regulation of regulatory T cell differentiation,BP
BiologicalProcess,GO:0045591,Biological Process_6082,6482,Biological Process::GO:0045591,positive regulation of regulatory T cell differentiation,BP
BiologicalProcess,GO:0045596,Biological Process_6083,6483,Biological Process::GO:0045596,negative regulation of cell differentiation,BP
BiologicalProcess,GO:0045597,Biological Process_6084,6484,Biological Process::GO:0045597,positive regulation of cell differentiation,BP
BiologicalProcess,GO:0045598,Biological Process_6085,6485,Biological Process::GO:0045598,regulation of fat cell differentiation,BP
BiologicalProcess,GO:0045599,Biological Process_6086,6486,Biological Process::GO:0045599,negative regulation of fat cell differentiation,BP
BiologicalProcess,GO:0045600,Biological Process_6087,6487,Biological Process::GO:0045600,positive regulation of fat cell differentiation,BP
BiologicalProcess,GO:0045601,Biological Process_6088,6488,Biological Process::GO:0045601,regulation of endothelial cell differentiation,BP
BiologicalProcess,GO:0045602,Biological Process_6089,6489,Biological Process::GO:0045602,negative regulation of endothelial cell differentiation,BP
BiologicalProcess,GO:0045603,Biological Process_6090,6490,Biological Process::GO:0045603,positive regulation of endothelial cell differentiation,BP
BiologicalProcess,GO:0045604,Biological Process_6091,6491,Biological Process::GO:0045604,regulation of epidermal cell differentiation,BP
BiologicalProcess,GO:0045605,Biological Process_6092,6492,Biological Process::GO:0045605,negative regulation of epidermal cell differentiation,BP
BiologicalProcess,GO:0045606,Biological Process_6093,6493,Biological Process::GO:0045606,positive regulation of epidermal cell differentiation,BP
BiologicalProcess,GO:0045607,Biological Process_6094,6494,Biological Process::GO:0045607,regulation of auditory receptor cell differentiation,BP
BiologicalProcess,GO:0045608,Biological Process_6095,6495,Biological Process::GO:0045608,negative regulation of auditory receptor cell differentiation,BP
BiologicalProcess,GO:0045616,Biological Process_6096,6496,Biological Process::GO:0045616,regulation of keratinocyte differentiation,BP
BiologicalProcess,GO:0045617,Biological Process_6097,6497,Biological Process::GO:0045617,negative regulation of keratinocyte differentiation,BP
BiologicalProcess,GO:0045618,Biological Process_6098,6498,Biological Process::GO:0045618,positive regulation of keratinocyte differentiation,BP
BiologicalProcess,GO:0045619,Biological Process_6099,6499,Biological Process::GO:0045619,regulation of lymphocyte differentiation,BP
BiologicalProcess,GO:0045620,Biological Process_6100,6500,Biological Process::GO:0045620,negative regulation of lymphocyte differentiation,BP
BiologicalProcess,GO:0045621,Biological Process_6101,6501,Biological Process::GO:0045621,positive regulation of lymphocyte differentiation,BP
BiologicalProcess,GO:0045622,Biological Process_6102,6502,Biological Process::GO:0045622,regulation of T-helper cell differentiation,BP
BiologicalProcess,GO:0045623,Biological Process_6103,6503,Biological Process::GO:0045623,negative regulation of T-helper cell differentiation,BP
BiologicalProcess,GO:0045624,Biological Process_6104,6504,Biological Process::GO:0045624,positive regulation of T-helper cell differentiation,BP
BiologicalProcess,GO:0045625,Biological Process_6105,6505,Biological Process::GO:0045625,regulation of T-helper 1 cell differentiation,BP
BiologicalProcess,GO:0045626,Biological Process_6106,6506,Biological Process::GO:0045626,negative regulation of T-helper 1 cell differentiation,BP
BiologicalProcess,GO:0045627,Biological Process_6107,6507,Biological Process::GO:0045627,positive regulation of T-helper 1 cell differentiation,BP
BiologicalProcess,GO:0045628,Biological Process_6108,6508,Biological Process::GO:0045628,regulation of T-helper 2 cell differentiation,BP
BiologicalProcess,GO:0045629,Biological Process_6109,6509,Biological Process::GO:0045629,negative regulation of T-helper 2 cell differentiation,BP
BiologicalProcess,GO:0045630,Biological Process_6110,6510,Biological Process::GO:0045630,positive regulation of T-helper 2 cell differentiation,BP
BiologicalProcess,GO:0045631,Biological Process_6111,6511,Biological Process::GO:0045631,regulation of mechanoreceptor differentiation,BP
BiologicalProcess,GO:0045632,Biological Process_6112,6512,Biological Process::GO:0045632,negative regulation of mechanoreceptor differentiation,BP
BiologicalProcess,GO:0045634,Biological Process_6113,6513,Biological Process::GO:0045634,regulation of melanocyte differentiation,BP
BiologicalProcess,GO:0045636,Biological Process_6114,6514,Biological Process::GO:0045636,positive regulation of melanocyte differentiation,BP
BiologicalProcess,GO:0045637,Biological Process_6115,6515,Biological Process::GO:0045637,regulation of myeloid cell differentiation,BP
