source,metaedge,target,source_global_id,target_global_id,metaedge_global_id,source_local_id,source_metanode,target_local_id,target_metanode,source_identifier,source_name,source_abbreviation,target_identifier,target_name,target_abbreviation
Compound::DB00210,CmC,Compound::DB00254,13268,13311,24,Compound_96,Compound,Compound_139,Compound,DB00210,Adapalene,C,DB00254,Doxycycline,C
Compound::DB00951,CmC,Compound::DB01045,13975,14064,24,Compound_803,Compound,Compound_892,Compound,DB00951,Isoniazid,C,DB01045,Rifampicin,C
Compound::DB01586,CmC,Compound::DB01393,14403,14339,24,Compound_1231,Compound,Compound_1167,Compound,DB01586,Ursodeoxycholic acid,C,DB01393,Bezafibrate,C
Compound::DB01229,CmC,Compound::DB00159,14241,13219,24,Compound_1069,Compound,Compound_47,Compound,DB01229,Paclitaxel,C,DB00159,Icosapent,C
Compound::DB00820,CmC,Compound::DB01037,13851,14058,24,Compound_679,Compound,Compound_886,Compound,DB00820,Tadalafil,C,DB01037,Selegiline,C
Compound::DB00596,CmC,Compound::DB02703,13631,14450,24,Compound_459,Compound,Compound_1278,Compound,DB00596,Halobetasol Propionate,C,DB02703,Fusidic Acid,C
Compound::DB00422,CmC,Compound::DB00818,13469,13849,24,Compound_297,Compound,Compound_677,Compound,DB00422,Methylphenidate,C,DB00818,Propofol,C
Compound::DB00995,CmC,Compound::DB00877,14017,13906,24,Compound_845,Compound,Compound_734,Compound,DB00995,Auranofin,C,DB00877,Sirolimus,C
Compound::DB00641,CmC,Compound::DB00715,13675,13748,24,Compound_503,Compound,Compound_576,Compound,DB00641,Simvastatin,C,DB00715,Paroxetine,C
Compound::DB00915,CmC,Compound::DB04844,13941,14473,24,Compound_769,Compound,Compound_1301,Compound,DB00915,Amantadine,C,DB04844,Tetrabenazine,C
Compound::DB00186,CmC,Compound::DB00313,13245,13368,24,Compound_73,Compound,Compound_196,Compound,DB00186,Lorazepam,C,DB00313,Valproic Acid,C
Compound::DB00994,CmC,Compound::DB00620,14016,13655,24,Compound_844,Compound,Compound_483,Compound,DB00994,Neomycin,C,DB00620,Triamcinolone,C
Compound::DB08901,CmC,Compound::DB00945,14656,13969,24,Compound_1484,Compound,Compound_797,Compound,DB08901,Ponatinib,C,DB00945,Acetylsalicylic acid,C
Compound::DB00951,CmC,Compound::DB00333,13975,13387,24,Compound_803,Compound,Compound_215,Compound,DB00951,Isoniazid,C,DB00333,Methadone,C
Compound::DB00929,CmC,Compound::DB00302,13954,13358,24,Compound_782,Compound,Compound_186,Compound,DB00929,Misoprostol,C,DB00302,Tranexamic Acid,C
Compound::DB01296,CmC,Compound::DB00141,14288,13203,24,Compound_1116,Compound,Compound_31,Compound,DB01296,Glucosamine,C,DB00141,N-Acetyl-D-glucosamine,C
Compound::DB00451,CmC,Compound::DB00398,13496,13447,24,Compound_324,Compound,Compound_275,Compound,DB00451,Levothyroxine,C,DB00398,Sorafenib,C
Compound::DB00125,CmC,Compound::DB01093,13187,14110,24,Compound_15,Compound,Compound_938,Compound,DB00125,L-Arginine,C,DB01093,Dimethyl sulfoxide,C
Compound::DB01075,CmC,Compound::DB00788,14093,13819,24,Compound_921,Compound,Compound_647,Compound,DB01075,Diphenhydramine,C,DB00788,Naproxen,C
Compound::DB00440,CmC,Compound::DB00828,13486,13859,24,Compound_314,Compound,Compound_687,Compound,DB00440,Trimethoprim,C,DB00828,Fosfomycin,C
Compound::DB00760,CmC,Compound::DB00803,13793,13834,24,Compound_621,Compound,Compound_662,Compound,DB00760,Meropenem,C,DB00803,Colistin,C
Compound::DB00331,CmC,Compound::DB00937,13385,13961,24,Compound_213,Compound,Compound_789,Compound,DB00331,Metformin,C,DB00937,Diethylpropion,C
Compound::DB01115,CmC,Compound::DB00806,14131,13837,24,Compound_959,Compound,Compound_665,Compound,DB01115,Nifedipine,C,DB00806,Pentoxifylline,C
Compound::DB01126,CmC,Compound::DB01128,14142,14144,24,Compound_970,Compound,Compound_972,Compound,DB01126,Dutasteride,C,DB01128,Bicalutamide,C
Compound::DB00738,CmC,Compound::DB01137,13771,14152,24,Compound_599,Compound,Compound_980,Compound,DB00738,Pentamidine,C,DB01137,Levofloxacin,C
Compound::DB01104,CmC,Compound::DB00285,14121,13341,24,Compound_949,Compound,Compound_169,Compound,DB01104,Sertraline,C,DB00285,Venlafaxine,C
Compound::DB01221,CmC,Compound::DB00474,14233,13517,24,Compound_1061,Compound,Compound_345,Compound,DB01221,Ketamine,C,DB00474,Methohexital,C
Compound::DB00472,CmC,Compound::DB01255,13515,14266,24,Compound_343,Compound,Compound_1094,Compound,DB00472,Fluoxetine,C,DB01255,Lisdexamfetamine,C
Compound::DB00451,CmC,Compound::DB00959,13496,13983,24,Compound_324,Compound,Compound_811,Compound,DB00451,Levothyroxine,C,DB00959,Methylprednisolone,C
Compound::DB00530,CmC,Compound::DB00947,13569,13971,24,Compound_397,Compound,Compound_799,Compound,DB00530,Erlotinib,C,DB00947,Fulvestrant,C
Compound::DB00530,CmC,Compound::DB00482,13569,13525,24,Compound_397,Compound,Compound_353,Compound,DB00530,Erlotinib,C,DB00482,Celecoxib,C
Compound::DB01229,CmC,Compound::DB00559,14241,13596,24,Compound_1069,Compound,Compound_424,Compound,DB01229,Paclitaxel,C,DB00559,Bosentan,C
Compound::DB01217,CmC,Compound::DB00675,14229,13709,24,Compound_1057,Compound,Compound_537,Compound,DB01217,Anastrozole,C,DB00675,Tamoxifen,C
Compound::DB00605,CmC,Compound::DB01169,13640,14182,24,Compound_468,Compound,Compound_1010,Compound,DB00605,Sulindac,C,DB01169,Arsenic trioxide,C
Compound::DB00186,CmC,Compound::DB00181,13245,13240,24,Compound_73,Compound,Compound_68,Compound,DB00186,Lorazepam,C,DB00181,Baclofen,C
Compound::DB08822,CmC,Compound::DB00310,14627,13366,24,Compound_1455,Compound,Compound_194,Compound,DB08822,Azilsartan medoxomil,C,DB00310,Chlorthalidone,C
Compound::DB01101,CmC,Compound::DB00390,14118,13439,24,Compound_946,Compound,Compound_267,Compound,DB01101,Capecitabine,C,DB00390,Digoxin,C
Compound::DB00799,CmC,Compound::DB00596,13830,13631,24,Compound_658,Compound,Compound_459,Compound,DB00799,Tazarotene,C,DB00596,Halobetasol Propionate,C
Compound::DB01017,CmC,Compound::DB00982,14039,14004,24,Compound_867,Compound,Compound_832,Compound,DB01017,Minocycline,C,DB00982,Isotretinoin,C
Compound::DB01167,CmC,Compound::DB00982,14180,14004,24,Compound_1008,Compound,Compound_832,Compound,DB01167,Itraconazole,C,DB00982,Isotretinoin,C
Compound::DB01026,CmC,Compound::DB00834,14048,13865,24,Compound_876,Compound,Compound_693,Compound,DB01026,Ketoconazole,C,DB00834,Mifepristone,C
Compound::DB00753,CmC,Compound::DB01236,13786,14247,24,Compound_614,Compound,Compound_1075,Compound,DB00753,Isoflurane,C,DB01236,Sevoflurane,C
Compound::DB00335,CmC,Compound::DB06605,13389,14545,24,Compound_217,Compound,Compound_1373,Compound,DB00335,Atenolol,C,DB06605,Apixaban,C
Compound::DB00614,CmC,Compound::DB00595,13649,13630,24,Compound_477,Compound,Compound_458,Compound,DB00614,Furazolidone,C,DB00595,Oxytetracycline,C
Compound::DB00904,CmC,Compound::DB00673,13930,13707,24,Compound_758,Compound,Compound_535,Compound,DB00904,Ondansetron,C,DB00673,Aprepitant,C
Compound::DB06151,CmC,Compound::DB01064,14514,14082,24,Compound_1342,Compound,Compound_910,Compound,DB06151,Acetylcysteine,C,DB01064,Isoprenaline,C
Compound::DB04868,CmC,Compound::DB00619,14478,13654,24,Compound_1306,Compound,Compound_482,Compound,DB04868,Nilotinib,C,DB00619,Imatinib,C
Compound::DB00450,CmC,Compound::DB00813,13495,13844,24,Compound_323,Compound,Compound_672,Compound,DB00450,Droperidol,C,DB00813,Fentanyl,C
Compound::DB01104,CmC,Compound::DB01202,14121,14214,24,Compound_949,Compound,Compound_1042,Compound,DB01104,Sertraline,C,DB01202,Levetiracetam,C
Compound::DB00565,CmC,Compound::DB00653,13602,13687,24,Compound_430,Compound,Compound_515,Compound,DB00565,Cisatracurium Besylate,C,DB00653,Magnesium Sulfate,C
Compound::DB02546,CmC,Compound::DB00188,14448,13247,24,Compound_1276,Compound,Compound_75,Compound,DB02546,Vorinostat,C,DB00188,Bortezomib,C
Compound::DB00987,CmC,Compound::DB00502,14009,13545,24,Compound_837,Compound,Compound_373,Compound,DB00987,Cytarabine,C,DB00502,Haloperidol,C
Compound::DB00899,CmC,Compound::DB01236,13926,14247,24,Compound_754,Compound,Compound_1075,Compound,DB00899,Remifentanil,C,DB01236,Sevoflurane,C
Compound::DB01104,CmC,Compound::DB00246,14121,13303,24,Compound_949,Compound,Compound_131,Compound,DB01104,Sertraline,C,DB00246,Ziprasidone,C
Compound::DB01076,CmC,Compound::DB01039,14094,14059,24,Compound_922,Compound,Compound_887,Compound,DB01076,Atorvastatin,C,DB01039,Fenofibrate,C
Compound::DB00543,CmC,Compound::DB00975,13580,13997,24,Compound_408,Compound,Compound_825,Compound,DB00543,Amoxapine,C,DB00975,Dipyridamole,C
Compound::DB00608,CmC,Compound::DB00398,13643,13447,24,Compound_471,Compound,Compound_275,Compound,DB00608,Chloroquine,C,DB00398,Sorafenib,C
Compound::DB00860,CmC,Compound::DB00825,13889,13856,24,Compound_717,Compound,Compound_684,Compound,DB00860,Prednisolone,C,DB00825,Menthol,C
Compound::DB01166,CmC,Compound::DB00669,14179,13703,24,Compound_1007,Compound,Compound_531,Compound,DB01166,Cilostazol,C,DB00669,Sumatriptan,C
Compound::DB01229,CmC,Compound::DB01030,14241,14051,24,Compound_1069,Compound,Compound_879,Compound,DB01229,Paclitaxel,C,DB01030,Topotecan,C
Compound::DB01072,CmC,Compound::DB00503,14090,13546,24,Compound_918,Compound,Compound_374,Compound,DB01072,Atazanavir,C,DB00503,Ritonavir,C
Compound::DB00359,CmC,Compound::DB01581,13412,14400,24,Compound_240,Compound,Compound_1228,Compound,DB00359,Sulfadiazine,C,DB01581,Sulfamerazine,C
Compound::DB01234,CmC,Compound::DB00495,14245,13538,24,Compound_1073,Compound,Compound_366,Compound,DB01234,Dexamethasone,C,DB00495,Zidovudine,C
Compound::DB01216,CmC,Compound::DB00706,14228,13739,24,Compound_1056,Compound,Compound_567,Compound,DB01216,Finasteride,C,DB00706,Tamsulosin,C
Compound::DB00945,CmC,Compound::DB00423,13969,13470,24,Compound_797,Compound,Compound_298,Compound,DB00945,Acetylsalicylic acid,C,DB00423,Methocarbamol,C
Compound::DB00289,CmC,Compound::DB01062,13345,14080,24,Compound_173,Compound,Compound_908,Compound,DB00289,Atomoxetine,C,DB01062,Oxybutynin,C
Compound::DB00497,CmC,Compound::DB01183,13540,14196,24,Compound_368,Compound,Compound_1024,Compound,DB00497,Oxycodone,C,DB01183,Naloxone,C
Compound::DB00616,CmC,Compound::DB00177,13651,13236,24,Compound_479,Compound,Compound_64,Compound,DB00616,Candoxatril,C,DB00177,Valsartan,C
Compound::DB00997,CmC,Compound::DB01007,14019,14029,24,Compound_847,Compound,Compound_857,Compound,DB00997,Doxorubicin,C,DB01007,Tioconazole,C
Compound::DB00413,CmC,Compound::DB00904,13462,13930,24,Compound_290,Compound,Compound_758,Compound,DB00413,Pramipexole,C,DB00904,Ondansetron,C
Compound::DB01196,CmC,Compound::DB00361,14208,13414,24,Compound_1036,Compound,Compound_242,Compound,DB01196,Estramustine,C,DB00361,Vinorelbine,C
Compound::DB06802,CmC,Compound::DB00860,14596,13889,24,Compound_1424,Compound,Compound_717,Compound,DB06802,Nepafenac,C,DB00860,Prednisolone,C
Compound::DB01101,CmC,Compound::DB08896,14118,14653,24,Compound_946,Compound,Compound_1481,Compound,DB01101,Capecitabine,C,DB08896,Regorafenib,C
Compound::DB00675,CmC,Compound::DB00313,13709,13368,24,Compound_537,Compound,Compound_196,Compound,DB00675,Tamoxifen,C,DB00313,Valproic Acid,C
Compound::DB00968,CmC,Compound::DB00653,13991,13687,24,Compound_819,Compound,Compound_515,Compound,DB00968,Methyldopa,C,DB00653,Magnesium Sulfate,C
Compound::DB00909,CmC,Compound::DB00413,13935,13462,24,Compound_763,Compound,Compound_290,Compound,DB00909,Zonisamide,C,DB00413,Pramipexole,C
Compound::DB00619,CmC,Compound::DB05294,13654,14505,24,Compound_482,Compound,Compound_1333,Compound,DB00619,Imatinib,C,DB05294,Vandetanib,C
Compound::DB00337,CmC,Compound::DB00177,13391,13236,24,Compound_219,Compound,Compound_64,Compound,DB00337,Pimecrolimus,C,DB00177,Valsartan,C
Compound::DB06290,CmC,Compound::DB08934,14536,14672,24,Compound_1364,Compound,Compound_1500,Compound,DB06290,SIMEPREVIR,C,DB08934,Sofosbuvir,C
Compound::DB00563,CmC,Compound::DB01394,13600,14340,24,Compound_428,Compound,Compound_1168,Compound,DB00563,Methotrexate,C,DB01394,Colchicine,C
Compound::DB01394,CmC,Compound::DB00582,14340,13617,24,Compound_1168,Compound,Compound_445,Compound,DB01394,Colchicine,C,DB00582,Voriconazole,C
Compound::DB01006,CmC,Compound::DB00399,14028,13448,24,Compound_856,Compound,Compound_276,Compound,DB01006,Letrozole,C,DB00399,Zoledronate,C
Compound::DB00612,CmC,Compound::DB00999,13647,14021,24,Compound_475,Compound,Compound_849,Compound,DB00612,Bisoprolol,C,DB00999,Hydrochlorothiazide,C
Compound::DB00300,CmC,Compound::DB00709,13356,13742,24,Compound_184,Compound,Compound_570,Compound,DB00300,Tenofovir,C,DB00709,Lamivudine,C
Compound::DB00465,CmC,Compound::DB00296,13509,13352,24,Compound_337,Compound,Compound_180,Compound,DB00465,Ketorolac,C,DB00296,Ropivacaine,C
Compound::DB00963,CmC,Compound::DB00465,13987,13509,24,Compound_815,Compound,Compound_337,Compound,DB00963,Bromfenac,C,DB00465,Ketorolac,C
Compound::DB01044,CmC,Compound::DB00920,14063,13946,24,Compound_891,Compound,Compound_774,Compound,DB01044,Gatifloxacin,C,DB00920,Ketotifen,C
Compound::DB00163,CmC,Compound::DB00153,13223,13214,24,Compound_51,Compound,Compound_42,Compound,DB00163,Vitamin E,C,DB00153,Ergocalciferol,C
Compound::DB00669,CmC,Compound::DB01020,13703,14042,24,Compound_531,Compound,Compound_870,Compound,DB00669,Sumatriptan,C,DB01020,Isosorbide Mononitrate,C
Compound::DB00572,CmC,Compound::DB01010,13609,14032,24,Compound_437,Compound,Compound_860,Compound,DB00572,Atropine,C,DB01010,Edrophonium,C
Compound::DB01175,CmC,Compound::DB00747,14188,13780,24,Compound_1016,Compound,Compound_608,Compound,DB01175,Escitalopram,C,DB00747,Scopolamine,C
Compound::DB00470,CmC,Compound::DB00396,13513,13445,24,Compound_341,Compound,Compound_273,Compound,DB00470,Dronabinol,C,DB00396,Progesterone,C
Compound::DB06292,CmC,Compound::DB00275,14537,13331,24,Compound_1365,Compound,Compound_159,Compound,DB06292,Dapagliflozin,C,DB00275,Olmesartan,C
Compound::DB06817,CmC,Compound::DB04835,14603,14465,24,Compound_1431,Compound,Compound_1293,Compound,DB06817,Raltegravir,C,DB04835,Maraviroc,C
Compound::DB00331,CmC,Compound::DB08907,13385,14660,24,Compound_213,Compound,Compound_1488,Compound,DB00331,Metformin,C,DB08907,Canagliflozin,C
Compound::DB00661,CmC,Compound::DB00264,13695,13321,24,Compound_523,Compound,Compound_149,Compound,DB00661,Verapamil,C,DB00264,Metoprolol,C
Compound::DB00163,CmC,Compound::DB00646,13223,13680,24,Compound_51,Compound,Compound_508,Compound,DB00163,Vitamin E,C,DB00646,Nystatin,C
Compound::DB00499,CmC,Compound::DB00946,13542,13970,24,Compound_370,Compound,Compound_798,Compound,DB00499,Flutamide,C,DB00946,Phenprocoumon,C
Compound::DB00495,CmC,Compound::DB01610,13538,14426,24,Compound_366,Compound,Compound_1254,Compound,DB00495,Zidovudine,C,DB01610,Valganciclovir,C
Compound::DB00586,CmC,Compound::DB00908,13621,13934,24,Compound_449,Compound,Compound_762,Compound,DB00586,Diclofenac,C,DB00908,Quinidine,C
Compound::DB00731,CmC,Compound::DB04876,13764,14479,24,Compound_592,Compound,Compound_1307,Compound,DB00731,Nateglinide,C,DB04876,Vildagliptin,C
Compound::DB00191,CmC,Compound::DB08907,13250,14660,24,Compound_78,Compound,Compound_1488,Compound,DB00191,Phentermine,C,DB08907,Canagliflozin,C
Compound::DB00822,CmC,Compound::DB00760,13853,13793,24,Compound_681,Compound,Compound_621,Compound,DB00822,Disulfiram,C,DB00760,Meropenem,C
Compound::DB00292,CmC,Compound::DB00818,13348,13849,24,Compound_176,Compound,Compound_677,Compound,DB00292,Etomidate,C,DB00818,Propofol,C
Compound::DB00695,CmC,Compound::DB00214,13729,13272,24,Compound_557,Compound,Compound_100,Compound,DB00695,Furosemide,C,DB00214,Torasemide,C
Compound::DB05109,CmC,Compound::DB00997,14498,14019,24,Compound_1326,Compound,Compound_847,Compound,DB05109,Trabectedin,C,DB00997,Doxorubicin,C
Compound::DB08911,CmC,Compound::DB00441,14663,13487,24,Compound_1491,Compound,Compound_315,Compound,DB08911,Trametinib,C,DB00441,Gemcitabine,C
Compound::DB00175,CmC,Compound::DB00177,13234,13236,24,Compound_62,Compound,Compound_64,Compound,DB00175,Pravastatin,C,DB00177,Valsartan,C
Compound::DB00540,CmC,Compound::DB00281,13577,13337,24,Compound_405,Compound,Compound_165,Compound,DB00540,Nortriptyline,C,DB00281,Lidocaine,C
Compound::DB00193,CmC,Compound::DB00814,13252,13845,24,Compound_80,Compound,Compound_673,Compound,DB00193,Tramadol,C,DB00814,Meloxicam,C
Compound::DB00990,CmC,Compound::DB00014,14012,13172,24,Compound_840,Compound,Compound_0,Compound,DB00990,Exemestane,C,DB00014,Goserelin,C
Compound::DB00904,CmC,Compound::DB00921,13930,13947,24,Compound_758,Compound,Compound_775,Compound,DB00904,Ondansetron,C,DB00921,Buprenorphine,C
Compound::DB00515,CmC,Compound::DB00762,13555,13795,24,Compound_383,Compound,Compound_623,Compound,DB00515,Cisplatin,C,DB00762,Irinotecan,C
Compound::DB00158,CmC,Compound::DB00165,13218,13224,24,Compound_46,Compound,Compound_52,Compound,DB00158,Folic Acid,C,DB00165,Pyridoxine,C
Compound::DB00975,CmC,Compound::DB00945,13997,13969,24,Compound_825,Compound,Compound_797,Compound,DB00975,Dipyridamole,C,DB00945,Acetylsalicylic acid,C
Compound::DB01241,CmC,Compound::DB01294,14252,14286,24,Compound_1080,Compound,Compound_1114,Compound,DB01241,Gemfibrozil,C,DB01294,Bismuth Subsalicylate,C
Compound::DB05521,CmC,Compound::DB00715,14507,13748,24,Compound_1335,Compound,Compound_576,Compound,DB05521,Telaprevir,C,DB00715,Paroxetine,C
Compound::DB06203,CmC,Compound::DB01132,14518,14148,24,Compound_1346,Compound,Compound_976,Compound,DB06203,Alogliptin,C,DB01132,Pioglitazone,C
Compound::DB00683,CmC,Compound::DB00889,13717,13917,24,Compound_545,Compound,Compound_745,Compound,DB00683,Midazolam,C,DB00889,Granisetron,C
Compound::DB00177,CmC,Compound::DB00922,13236,13948,24,Compound_64,Compound,Compound_776,Compound,DB00177,Valsartan,C,DB00922,Levosimendan,C
Compound::DB00921,CmC,Compound::DB00193,13947,13252,24,Compound_775,Compound,Compound_80,Compound,DB00921,Buprenorphine,C,DB00193,Tramadol,C
Compound::DB00330,CmC,Compound::DB00207,13384,13265,24,Compound_212,Compound,Compound_93,Compound,DB00330,Ethambutol,C,DB00207,Azithromycin,C
Compound::DB08816,CmC,Compound::DB00758,14624,13791,24,Compound_1452,Compound,Compound_619,Compound,DB08816,Ticagrelor,C,DB00758,Clopidogrel,C
Compound::DB00704,CmC,Compound::DB01104,13737,14121,24,Compound_565,Compound,Compound_949,Compound,DB00704,Naltrexone,C,DB01104,Sertraline,C
Compound::DB01201,CmC,Compound::DB00601,14213,13636,24,Compound_1041,Compound,Compound_464,Compound,DB01201,Rifapentine,C,DB00601,Linezolid,C
Compound::DB00518,CmC,Compound::DB01058,13558,14076,24,Compound_386,Compound,Compound_904,Compound,DB00518,Albendazole,C,DB01058,Praziquantel,C
Compound::DB01002,CmC,Compound::DB00653,14024,13687,24,Compound_852,Compound,Compound_515,Compound,DB01002,Levobupivacaine,C,DB00653,Magnesium Sulfate,C
Compound::DB01609,CmC,Compound::DB00746,14425,13779,24,Compound_1253,Compound,Compound_607,Compound,DB01609,Deferasirox,C,DB00746,Deferoxamine,C
Compound::DB01367,CmC,Compound::DB00413,14330,13462,24,Compound_1158,Compound,Compound_290,Compound,DB01367,Rasagiline,C,DB00413,Pramipexole,C
Compound::DB00378,CmC,Compound::DB00783,13429,13815,24,Compound_257,Compound,Compound_643,Compound,DB00378,Dydrogesterone,C,DB00783,Estradiol,C
Compound::DB00281,CmC,Compound::DB00595,13337,13630,24,Compound_165,Compound,Compound_458,Compound,DB00281,Lidocaine,C,DB00595,Oxytetracycline,C
Compound::DB00480,CmC,Compound::DB01590,13523,14407,24,Compound_351,Compound,Compound_1235,Compound,DB00480,Lenalidomide,C,DB01590,Everolimus,C
Compound::DB01097,CmC,Compound::DB08881,14114,14646,24,Compound_942,Compound,Compound_1474,Compound,DB01097,Leflunomide,C,DB08881,Vemurafenib,C
Compound::DB00614,CmC,Compound::DB00512,13649,13552,24,Compound_477,Compound,Compound_380,Compound,DB00614,Furazolidone,C,DB00512,Vancomycin,C
Compound::DB00818,CmC,Compound::DB00683,13849,13717,24,Compound_677,Compound,Compound_545,Compound,DB00818,Propofol,C,DB00683,Midazolam,C
Compound::DB01101,CmC,Compound::DB00947,14118,13971,24,Compound_946,Compound,Compound_799,Compound,DB01101,Capecitabine,C,DB00947,Fulvestrant,C
Compound::DB00355,CmC,Compound::DB00601,13408,13636,24,Compound_236,Compound,Compound_464,Compound,DB00355,Aztreonam,C,DB00601,Linezolid,C
Compound::DB01221,CmC,Compound::DB00818,14233,13849,24,Compound_1061,Compound,Compound_677,Compound,DB01221,Ketamine,C,DB00818,Propofol,C
Compound::DB00825,CmC,Compound::DB00586,13856,13621,24,Compound_684,Compound,Compound_449,Compound,DB00825,Menthol,C,DB00586,Diclofenac,C
Compound::DB02546,CmC,Compound::DB01254,14448,14265,24,Compound_1276,Compound,Compound_1093,Compound,DB02546,Vorinostat,C,DB01254,Dasatinib,C
Compound::DB00615,CmC,Compound::DB08903,13650,14657,24,Compound_478,Compound,Compound_1485,Compound,DB00615,Rifabutin,C,DB08903,Bedaquiline,C
Compound::DB06699,CmC,Compound::DB01128,14559,14144,24,Compound_1387,Compound,Compound_972,Compound,DB06699,Degarelix,C,DB01128,Bicalutamide,C
Compound::DB08820,CmC,Compound::DB00537,14626,13574,24,Compound_1454,Compound,Compound_402,Compound,DB08820,Ivacaftor,C,DB00537,Ciprofloxacin,C
Compound::DB01005,CmC,Compound::DB00746,14027,13779,24,Compound_855,Compound,Compound_607,Compound,DB01005,Hydroxyurea,C,DB00746,Deferoxamine,C
Compound::DB00302,CmC,Compound::DB00343,13358,13396,24,Compound_186,Compound,Compound_224,Compound,DB00302,Tranexamic Acid,C,DB00343,Diltiazem,C
Compound::DB01234,CmC,Compound::DB01656,14245,14444,24,Compound_1073,Compound,Compound_1272,Compound,DB01234,Dexamethasone,C,DB01656,Roflumilast,C
Compound::DB01114,CmC,Compound::DB00397,14130,13446,24,Compound_958,Compound,Compound_274,Compound,DB01114,Chlorphenamine,C,DB00397,Phenylpropanolamine,C
Compound::DB00281,CmC,Compound::DB01036,13337,14057,24,Compound_165,Compound,Compound_885,Compound,DB00281,Lidocaine,C,DB01036,Tolterodine,C
Compound::DB00987,CmC,Compound::DB00811,14009,13842,24,Compound_837,Compound,Compound_670,Compound,DB00987,Cytarabine,C,DB00811,Ribavirin,C
Compound::DB00966,CmC,Compound::DB08882,13989,14647,24,Compound_817,Compound,Compound_1475,Compound,DB00966,Telmisartan,C,DB08882,Linagliptin,C
Compound::DB00441,CmC,Compound::DB06589,13487,14542,24,Compound_315,Compound,Compound_1370,Compound,DB00441,Gemcitabine,C,DB06589,Pazopanib,C
Compound::DB01268,CmC,Compound::DB00571,14276,13608,24,Compound_1104,Compound,Compound_436,Compound,DB01268,Sunitinib,C,DB00571,Propranolol,C
Compound::DB00758,CmC,Compound::DB06228,13791,14527,24,Compound_619,Compound,Compound_1355,Compound,DB00758,Clopidogrel,C,DB06228,Rivaroxaban,C
Compound::DB00722,CmC,Compound::DB01119,13755,14135,24,Compound_583,Compound,Compound_963,Compound,DB00722,Lisinopril,C,DB01119,Diazoxide,C
Compound::DB00480,CmC,Compound::DB00851,13523,13880,24,Compound_351,Compound,Compound_708,Compound,DB00480,Lenalidomide,C,DB00851,Dacarbazine,C
Compound::DB08822,CmC,Compound::DB00381,14627,13432,24,Compound_1455,Compound,Compound_260,Compound,DB08822,Azilsartan medoxomil,C,DB00381,Amlodipine,C
Compound::DB00390,CmC,Compound::DB00176,13439,13235,24,Compound_267,Compound,Compound_63,Compound,DB00390,Digoxin,C,DB00176,Fluvoxamine,C
Compound::DB01076,CmC,Compound::DB00125,14094,13187,24,Compound_922,Compound,Compound_15,Compound,DB01076,Atorvastatin,C,DB00125,L-Arginine,C
Compound::DB00959,CmC,Compound::DB00688,13983,13722,24,Compound_811,Compound,Compound_550,Compound,DB00959,Methylprednisolone,C,DB00688,Mycophenolate mofetil,C
Compound::DB00860,CmC,Compound::DB01211,13889,14223,24,Compound_717,Compound,Compound_1051,Compound,DB00860,Prednisolone,C,DB01211,Clarithromycin,C
Compound::DB00331,CmC,Compound::DB01586,13385,14403,24,Compound_213,Compound,Compound_1231,Compound,DB00331,Metformin,C,DB01586,Ursodeoxycholic acid,C
Compound::DB01041,CmC,Compound::DB00188,14060,13247,24,Compound_888,Compound,Compound_75,Compound,DB01041,Thalidomide,C,DB00188,Bortezomib,C
Compound::DB00741,CmC,Compound::DB00834,13774,13865,24,Compound_602,Compound,Compound_693,Compound,DB00741,Hydrocortisone,C,DB00834,Mifepristone,C
Compound::DB00612,CmC,Compound::DB00883,13647,13912,24,Compound_475,Compound,Compound_740,Compound,DB00612,Bisoprolol,C,DB00883,Isosorbide Dinitrate,C
Compound::DB00196,CmC,Compound::DB00582,13255,13617,24,Compound_83,Compound,Compound_445,Compound,DB00196,Fluconazole,C,DB00582,Voriconazole,C
Compound::DB00994,CmC,Compound::DB01220,14016,14232,24,Compound_844,Compound,Compound_1060,Compound,DB00994,Neomycin,C,DB01220,Rifaximin,C
Compound::DB00641,CmC,Compound::DB06684,13675,14551,24,Compound_503,Compound,Compound_1379,Compound,DB00641,Simvastatin,C,DB06684,Vilazodone,C
Compound::DB00338,CmC,Compound::DB00213,13392,13271,24,Compound_220,Compound,Compound_99,Compound,DB00338,Omeprazole,C,DB00213,Pantoprazole,C
Compound::DB00275,CmC,Compound::DB06292,13331,14537,24,Compound_159,Compound,Compound_1365,Compound,DB00275,Olmesartan,C,DB06292,Dapagliflozin,C
Compound::DB01296,CmC,Compound::DB00152,14288,13213,24,Compound_1116,Compound,Compound_41,Compound,DB01296,Glucosamine,C,DB00152,Thiamine,C
Compound::DB00196,CmC,Compound::DB01099,13255,14116,24,Compound_83,Compound,Compound_944,Compound,DB00196,Fluconazole,C,DB01099,Flucytosine,C
Compound::DB00635,CmC,Compound::DB00993,13670,14015,24,Compound_498,Compound,Compound_843,Compound,DB00635,Prednisone,C,DB00993,Azathioprine,C
Compound::DB00482,CmC,Compound::DB00313,13525,13368,24,Compound_353,Compound,Compound_196,Compound,DB00482,Celecoxib,C,DB00313,Valproic Acid,C
Compound::DB00650,CmC,Compound::DB00205,13684,13263,24,Compound_512,Compound,Compound_91,Compound,DB00650,Leucovorin,C,DB00205,Pyrimethamine,C
Compound::DB00889,CmC,Compound::DB00673,13917,13707,24,Compound_745,Compound,Compound_535,Compound,DB00889,Granisetron,C,DB00673,Aprepitant,C
