	input	true_label	pred_label	pred_score
83	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Fluconazole|rev_PCiC|Azoles|PCiC|Miconazole	0	1	0.9463596
84	Esomeprazole|CbG|CYP2C19|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Diazepam	0	1	0.93386054
85	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Efavirenz|rev_PCiC|Non-Nucleoside Analog|PCiC|Delavirdine	0	1	0.91840005
86	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Voriconazole|CbG|CYP3A4|GpMF|oxygen binding	0	1	0.91130656
87	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Voriconazole|CcSE|Diabetes insipidus|rev_CcSE|Foscarnet	0	1	0.8786294
88	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Efavirenz|rev_PCiC|Cytochrome P450 2C9 Inhibitors|PCiC|Regorafenib	0	1	0.73412555
89	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Voriconazole|CuG|SELL|rev_Gr>G|DFNB31	0	1	0.6420795
90	Esomeprazole|CbG|CYP3A4|GpMF|oxygen binding|rev_GpMF|CYP26A1|rev_CbG|Acitretin	0	1	0.6079196
91	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Topiramate|CcSE|Word finding difficulty|rev_CcSE|Pregabalin	0	0	0.30315977
92	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Efavirenz|rev_PCiC|Cytochrome P450 2C9 Inhibitors|PCiC|Amiodarone	0	0	0.21356092
93	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Topiramate|CcSE|Repetitive speech|rev_CcSE|Phenelzine	0	0	0.18286546
94	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Topiramate|CcSE|Word finding difficulty	0	0	0.11067861
95	Esomeprazole|CbG|CYP2C19|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2C18|rev_CbG|Buprenorphine	0	0	0.042803533
96	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Esomeprazole|CbG|CYP2C19|GpMF|(R)-limonene 6-monooxygenase activity	0	0	0.037289448
97	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Fluconazole|rev_PCiC|Cytochrome P450 2C9 Inhibitors|PCiC|Zafirlukast	0	0	0.025608132
98	Esomeprazole|CbG|ATP4B|GpMF|potassium ion transmembrane transporter activity|rev_GpMF|KCNQ5|rev_CbG|Dalfampridine	0	0	0.022163704
99	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Voriconazole|CbG|FMO1|GpMF|monooxygenase activity	0	0	0.00893071
100	Esomeprazole|CbG|ATP4B|GpMF|potassium-transporting ATPase activity|rev_GpMF|ATP1B3|rev_CbG|Acetyldigitoxin	0	0	0.0011820485
101	Esomeprazole|CbG|CYP2C19|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2A13|rev_CbG|Methoxsalen	0	0	0.0008250334
102	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Voriconazole|CbG|FMO3|GpMF|carboxylic acid binding	0	0	0.00073302526
103	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Voriconazole|CcSE|Respiratory distress syndrome|rev_CcSE|Gemcitabine	0	0	0.00037446065
104	Esomeprazole|CbG|CYP2C19|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2J2|rev_CbG|Levomilnacipran	0	0	0.00025412274
105	Esomeprazole|CbG|CYP2C19|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2A13|rev_CbG|Testosterone	0	0	0.00023236779
106	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Efavirenz|rev_PCiC|Cytochrome P450 3A4 Inhibitors|PCiC|Everolimus	0	0	0.00015985186
107	Esomeprazole|CbG|ATP4B|GpMF|metal ion transmembrane transporter activity|rev_GpMF|KCNQ5|rev_CbG|Guanidine	0	0	0.00012570605
108	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Omeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Oritavancin	0	0	2.727713e-05
109	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Topiramate|CbG|GRIK2|GpMF|ionotropic glutamate receptor activity	0	0	4.5554966e-06
110	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Fluconazole|rev_PCiC|Azoles|PCiC|Oxiconazole	0	0	1.0969512e-06
111	Esomeprazole|CbG|ATP4B|GpMF|potassium-transporting ATPase activity|rev_GpMF|ATP1A1|rev_CbG|Deslanoside	0	0	9.565554e-07
112	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Topiramate|CcSE|Attention concentration difficulty|rev_CcSE|Tiagabine	0	0	6.1523036e-07
113	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Fluconazole|rev_PCiC|Azoles|PCiC|Tioconazole	0	0	4.6142912e-07
114	Esomeprazole|rev_PCiC|Cytochrome P450 2C19 Inhibitors|PCiC|Fluconazole|rev_PCiC|Cytochrome P450 2C9 Inhibitors|PCiC|Sulfamethoxazole	0	0	4.4577277e-07
115	Esomeprazole|CbG|ATP4B|GpMF|potassium ion transmembrane transporter activity|rev_GpMF|SLC12A5|rev_CbG|Potassium Chloride	0	0	3.056147e-07
0	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Acetic acid	0	1	0.9999995
1	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Doxorubicin	0	1	0.9999994
2	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pantoprazole	0	1	0.99999905
3	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB4|rev_CbG|Etravirine	0	1	0.99999857
4	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO1A2|rev_CbG|Ketoconazole	0	1	0.99999857
5	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Carvedilol	0	1	0.99999845
6	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sunitinib	0	1	0.9999982
7	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sorafenib	0	1	0.9999982
8	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Paclitaxel	0	1	0.9999982
9	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Ibuprofen	0	1	0.9999981
10	Estradiol|CbG|SLCO4A1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO3A1|rev_CbG|Methotrexate	0	1	0.99999774
11	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Zidovudine	0	1	0.9999974
12	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Spermine	0	1	0.9999962
13	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Regorafenib	0	1	0.999995
14	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Rifampicin	0	1	0.99999416
15	Estradiol|CbG|CYP1B1|GpMF|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|rev_GpMF|CYP2J2|rev_CbG|Apixaban	0	1	0.99999416
16	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Hydrocortisone	0	1	0.9999933
17	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Vandetanib	0	1	0.99999106
18	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Carboplatin	0	1	0.99998987
19	Estradiol|CuG|GMPPB|GpMF|guanylyltransferase activity|rev_GpMF|USP14|rev_CuG|Bortezomib	0	1	0.99998844
20	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Leflunomide	0	1	0.9999856
21	Estradiol|CbG|SLC22A1|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Ephedrine	0	1	0.99998546
22	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Pitavastatin	0	1	0.9999833
23	Estradiol|CbG|CYP3A5|GpMF|oxygen binding|rev_GpMF|CYP2C18|rev_CbG|Tretinoin	0	1	0.99997747
24	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Dinoprost Tromethamine	0	1	0.9999746
25	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Amphetamine	0	1	0.99996924
26	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Mercaptopurine	0	1	0.9999567
27	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Allopurinol	0	1	0.99994016
28	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A2|rev_CbG|Thiamine	0	1	0.9999366
29	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Folic Acid	0	1	0.9999279
30	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A10|rev_CbG|Conjugated Estrogens	0	1	0.99990404
31	Estradiol|CbG|SLCO4A1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A12|rev_CbG|Sulfinpyrazone	0	1	0.9998903
32	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB4|rev_CbG|Colchicine	0	1	0.9998678
33	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Iloprost	0	1	0.9998006
34	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Diethylstilbestrol	0	1	0.9997671
35	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Procarbazine	0	1	0.9997489
36	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Latanoprost	0	1	0.9996948
37	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A3|rev_CbG|Progesterone	1	1	0.99967897
38	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Vincristine	0	1	0.9996082
39	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Pyrazinamide	0	1	0.9995074
40	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|AOX1|rev_CbG|Brimonidine	0	1	0.9993771
41	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A1|rev_CbG|Methamphetamine	0	1	0.9992453
42	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Omeprazole	0	1	0.9990386
43	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Tamoxifen	0	1	0.9986332
44	Estradiol|CbG|ALB|GpMF|pyridoxal phosphate binding|rev_GpMF|GCAT|rev_CbG|Glycine	0	1	0.9985738
45	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Daunorubicin	0	1	0.9977055
46	Estradiol|CbG|GPER1|GpBP|corticosteroid receptor signaling pathway|rev_GpBP|ARID1A|rev_CdG|Mitomycin	0	1	0.997618
47	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Deserpidine	0	1	0.99588925
48	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|AOX1|rev_CbG|Aminocaproic Acid	0	1	0.9935196
49	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Mycophenolate mofetil	0	1	0.9929508
50	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Azathioprine	0	1	0.9928162
51	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dasatinib	0	1	0.99158937
52	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Montelukast	0	1	0.9913795
53	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Lamivudine	0	1	0.98830634
54	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Lansoprazole	0	1	0.9678344
55	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Testosterone	1	1	0.96422
56	Estradiol|CbG|CYP1A1|GpMF|vitamin D 24-hydroxylase activity|rev_GpMF|CYP24A1|rev_CbG|Ergocalciferol	0	1	0.94491804
57	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Rosuvastatin	0	1	0.87857455
58	Estradiol|CbG|CYP1B1|GpMF|oxygen binding|rev_GpMF|CYP26A1|rev_CbG|Vitamin A	0	1	0.8696231
59	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A10|rev_CbG|Salicylic acid	0	1	0.8209826
60	Estradiol|CbG|SLC22A1|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A1|rev_CbG|Norepinephrine	0	1	0.76282287
61	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Olanzapine	0	1	0.72587913
62	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|AOX1|rev_CbG|Zonisamide	0	0	0.44838881
63	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Cladribine	0	0	0.43908745
64	Estradiol|CuG|GMPPB|GpMF|guanylyltransferase activity|rev_GpMF|GMPPB|rev_CdG|Quinacrine	0	0	0.3297025
65	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A12|rev_CbG|Losartan	0	0	0.323157
66	Estradiol|CuG|GMPPB|GpMF|guanylyltransferase activity|rev_GpMF|THG1L|rev_CdG|Gemcitabine	0	0	0.31830588
67	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|AOX1|rev_CbG|Ethinyl Estradiol	0	0	0.3058286
68	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Atorvastatin	0	0	0.30560833
69	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Mitoxantrone	0	0	0.24113794
70	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Dinoprostone	0	0	0.19574273
71	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Cisplatin	0	0	0.118902974
72	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC29A4|rev_CbG|Metformin	0	0	0.09790029
73	Estradiol|CbG|ESR1|GpMF|beta-catenin binding|rev_GpMF|CTNND2|GcG|ZNF444	0	0	0.09554572
74	Estradiol|CbG|CYP1B1|GpMF|oxygen binding|rev_GpMF|CYP26A1|rev_CbG|Acitretin	0	0	0.08339899
75	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Pazopanib	0	0	0.08278976
76	Estradiol|CuG|GMPPB|GpMF|guanylyltransferase activity|rev_GpMF|THG1L|rev_CuG|Temsirolimus	0	0	0.07729501
77	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|AOX1|rev_CbG|Famciclovir	0	0	0.074272275
78	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A11|rev_CbG|Bumetanide	0	0	0.07169784
79	Estradiol|CbG|SLC22A1|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A1|rev_CbG|Reserpine	0	0	0.059179313
80	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A11|rev_CbG|Aspartame	0	0	0.045144048
81	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Digoxin	0	0	0.040481575
82	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|AOX1|rev_CbG|Perphenazine	0	0	0.039470844
83	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Dactinomycin	0	0	0.033647846
84	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Pravastatin	0	0	0.0245792
85	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Sulfasalazine	0	0	0.023558574
86	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|SLC2A1|rev_CbG|Etomidate	0	0	0.02262862
87	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB4|rev_CbG|Silodosin	0	0	0.019425524
88	Estradiol|CbG|SLCO4A1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO4C1|rev_CbG|Saxagliptin	0	0	0.018449014
89	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO3A1|rev_CbG|Benzylpenicillin	0	0	0.009642387
90	Estradiol|CbG|ABCC10|GpMF|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances|rev_GpMF|ATP6V1A|rev_CbG|Etidronic acid	0	0	0.0063009574
91	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Nitrofural	0	0	0.006145459
92	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Deferoxamine	0	0	0.0054304907
93	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Alprostadil	0	0	0.004499158
94	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Tetrabenazine	0	0	0.0028458673
95	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Menadione	0	0	0.0024681133
96	Estradiol|CbG|ALB|GpMF|pyridoxal phosphate binding|rev_GpMF|PDXK|rev_CbG|Pyridoxine	0	0	0.0024654404
97	Estradiol|CbG|CYP1A1|GpMF|steroid hydroxylase activity|rev_GpMF|CYP2R1|rev_CbG|Cholecalciferol	0	0	0.0020601011
98	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCG2|rev_CbG|Novobiocin	0	0	0.0012466444
99	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Estrone	0	0	0.0010497395
100	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Furosemide	0	0	0.0010406813
101	Estradiol|CbG|CYP2C9|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2A13|rev_CbG|Methoxsalen	0	0	0.0007557735
102	Estradiol|CbG|AR|GpMF|transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding|rev_GpMF|GLIS1|rev_GcG|SRRM3	0	0	0.00072169857
103	Estradiol|CbG|ABCG2|GpMF|xenobiotic transporter activity|rev_GpMF|ABCB1|rev_CbG|Arsenic trioxide	0	0	0.00038354582
104	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|AOX1|rev_CbG|Raloxifene	0	0	0.0003547103
105	Estradiol|CbG|ALB|GpMF|toxic substance binding|rev_GpMF|GUCY2C|rev_CbG|Linaclotide	0	0	0.0003489933
106	Estradiol|CbG|CYP1B1|GpMF|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|rev_GpMF|CYP4F12|rev_CbG|Fingolimod	0	0	0.00033647032
107	Estradiol|CbG|CYP1B1|GpMF|oxygen binding|rev_GpMF|CYP2C18|rev_CbG|Buprenorphine	0	0	0.00030350825
108	Estradiol|CbG|CYP3A5|GpMF|oxygen binding|rev_GpMF|CYP2C18|rev_CbG|Diazepam	0	0	0.00019230814
109	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Flavin adenine dinucleotide	0	0	0.00017700368
110	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2B1|rev_CbG|Fluvastatin	0	0	7.5498625e-05
111	Estradiol|CbG|ALB|GpMF|pyridoxal phosphate binding|rev_GpMF|PROSC|rev_CbG|L-Proline	0	0	5.8922415e-05
112	Estradiol|CuG|GMPPB|GpMF|guanylyltransferase activity|rev_GpMF|THG1L|rev_CuG|Sirolimus	0	0	5.7620542e-05
113	Estradiol|CbG|SLCO4A1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO4C1|rev_CbG|Liothyronine	0	0	4.913214e-05
114	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Chlorphenesin	0	0	2.9171217e-05
115	Estradiol|CbG|ALB|GpMF|toxic substance binding|rev_GpMF|ASS1|rev_CbG|Adenosine triphosphate	0	0	8.135377e-06
116	Estradiol|CbG|ABCC10|GpMF|primary active transmembrane transporter activity|rev_GpMF|ATP1B3|rev_CbG|Acetyldigitoxin	0	0	4.221094e-06
117	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO1C1|rev_CbG|Liotrix	0	0	3.3383321e-06
118	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Dextroamphetamine	0	0	2.9191006e-06
119	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Benzphetamine	0	0	2.7617968e-06
120	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO1C1|rev_CbG|Levothyroxine	0	0	1.985801e-06
121	Estradiol|CbG|SLCO1B1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLCO2A1|rev_CbG|Pyruvic acid	0	0	1.8562206e-06
122	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC18A2|rev_CbG|Propylhexedrine	0	0	1.4697805e-06
123	Estradiol|CbG|GPER1|GpMF|steroid hormone binding|rev_GpMF|ATP1A1|rev_CbG|Deslanoside	0	0	1.2944843e-06
124	Estradiol|CbG|SLCO4A1|GpMF|sodium-independent organic anion transmembrane transporter activity|rev_GpMF|SLC22A12|rev_CbG|Probenecid	0	0	1.0045017e-06
125	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|Trifluoperazine	0	0	7.8737327e-07
126	Estradiol|CbG|SLC22A3|GpMF|monoamine transmembrane transporter activity|rev_GpMF|SLC22A2|rev_CbG|Guanidine	0	0	5.8313424e-07
127	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|AOX1|rev_CbG|Zaleplon	0	0	5.417864e-07
128	Estradiol|CbG|AOX1|GpMF|oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor|rev_GpMF|XDH|rev_CbG|L-Carnitine	0	0	4.2861782e-07
129	Estradiol|CbG|CYP2C9|GpMF|arachidonic acid epoxygenase activity|rev_GpMF|CYP2J2|rev_CbG|Astemizole	0	0	3.9536658e-07
130	Estradiol|CbG|GPER1|GpBP|corticosteroid receptor signaling pathway|rev_GpBP|ARID1A|rev_CdG|Teniposide	0	0	3.844026e-07
131	Estradiol|CbG|ALB|GpMF|pyridoxal phosphate binding|rev_GpMF|PDXK|rev_CbG|Pyridoxal	0	0	2.795954e-07
0	Ethinyl Estradiol|CbG|SHBG|GpMF|androgen binding|rev_GpMF|SHBG|rev_CbG|Levonorgestrel	1	1	0.9999995
1	Ethinyl Estradiol|rev_PCiC|Estrogen Receptor Agonists|PCiC|Estradiol|CuG|MRPS30|rev_CdG|Doxorubicin	0	1	0.99999917
